lemma,upos,us,uk,count
fatalism,NOUN,/ˈfeɪtəˌɫɪzəm/,/fˈe‍ɪtəlˌɪzəm/,120129
wend,NOUN,/ˈwɛnd/,/wˈɛnd/,120037
blackest,ADJ,/ˈbɫækəst/,/blˈækəst/,120003
catena,NOUN,/kəˈtinə/,/kætˈiːnɐ/,119879
precariously,ADV,/pɹɪˈkɛɹiəsɫi/,/pɹɪkˈe‍əɹɪəsli/,119871
hubcap,NOUN,/ˈhəbˌkæp/,/hˈʌbkæp/,119850
beget,X,/bɪˈɡɛt/,/bɪɡˈɛt/,119815
stenographer,NOUN,/stɛˈnəɡɹəfɝ/,/stɛnˈɒɡɹəfɐ/,119765
invulnerable,ADJ,/ˌɪnˈvəɫnɝəbəɫ/,/ɪnvˈʌlnəɹəbə‍l/,119757
babysit,NOUN,/ˈbeɪbisɪt/,/bˈe‍ɪbɪsˌɪt/,119721
sebaceous,ADJ,/səˈbeɪʃəs/,/sɛbˈe‍ɪʃəs/,119715
geocentric,ADJ,/ˌdʒioʊˈsɛntɹɪk/,/d‍ʒˌiːə‍ʊsˈɛntɹɪk/,119672
hideously,ADV,/ˈhɪdiəsɫi/,/hˈɪdi‍əsli/,119578
kerfuffle,NOUN,/kɝˈfəfəɫ/,/kˈɜːfʌfə‍l/,119573
motherly,ADV,/ˈməðɝɫi/,/mˈʌðəli/,119546
nudging,NOUN,/ˈnədʒɪŋ/,/nˈʌd‍ʒɪŋ/,119502
blinder,NOUN,/ˈbɫaɪndɝ/,/blˈa‍ɪndɐ/,119500
wispy,INTJ,/ˈwɪspi/,/wˈɪspi/,119494
gnarly,ADV,/ˈnɑɹɫi/,/nˈɑːli/,119486
vexatious,ADJ,/vɛkˈseɪʃəs/,/vɛksˈe‍ɪʃəs/,119474
girlish,INTJ,/ˈɡɝɫɪʃ/,/ɡˈɜːlɪʃ/,119470
inure,INTJ,/ˌɪnˈjʊɹ/,/ɪnjˈɔː/,119454
attentiveness,NOUN,/əˈtɛntɪvnəs/,/ɐtˈɛntɪvnəs/,119403
foremen,INTJ,/ˈfɔɹmən/,/fˈɔːmɛn/,119398
rhetorically,ADV,/ɹəˈtɔɹɪkɫi/,/ɹɛtˈɒɹɪkli/,119393
herculean,ADJ,/hɝkˈjuɫiən/,/hˈɜːkjʊlˌi‍ən/,119315
legislatively,ADV,/ˈɫɛdʒɪˌsɫeɪtɪvɫi/,/lˈɛd‍ʒɪslətˌɪvli/,119312
disinterest,NOUN,/dɪˈsɪntɝəst/,/dˌɪsˈɪntɹəst/,119275
pester,NOUN,/ˈpɛstɝ/,/pˈɛstɐ/,119235
hairdo,NOUN,/ˈhɛɹˌdu/,/hˈe‍əduː/,119102
shunts,NOUN,/ˈʃənts/,/ʃˈʌnts/,119078
riddler,NOUN,/ˈɹɪdɫɝ/,/ɹˈɪdlɐ/,119047
induct,NOUN,/ˌɪnˈdəkt/,/ɪndˈʌkt/,119041
obtrusive,ADJ,/əbˈtɹusɪv/,/ɒbtɹˈuːsɪv/,119005
uncontaminated,ADJ,/ˌənkənˈtæməˌneɪtɪd/,/ʌnkəntˈæmɪnˌe‍ɪtɪd/,118994
wiry,INTJ,/ˈwɪɹi/,/wˈa‍ɪ‍əɹi/,118956
jealously,ADV,/ˈdʒɛɫəsɫi/,/d‍ʒˈɛləsli/,118887
footman,NOUN,/ˈfʊtmən/,/fˈʊtmən/,118863
saddler,NOUN,/ˈsædəɫɝ/,/sˈædlɐ/,118848
chafe,NOUN,/ˈtʃeɪf/,/t‍ʃˈe‍ɪf/,118832
presidium,NOUN,/pɹɪˈsɪdiəm/,/pɹɪsˈɪdi‍əm/,118813
deary,INTJ,/ˈdɪɹi/,/dˈi‍əɹi/,118782
nobly,ADV,/ˈnɑbɫi/,/nˈə‍ʊbli/,118764
moulder,NOUN,/ˈmoʊɫdɝ/,/mˈə‍ʊldɐ/,118755
absolutism,X,/ˈæbsəˌɫuˌtɪzəm/,/ˈæbsəlˌuːtɪzəm/,118754
macarena,NOUN,/mækəˈɹinə/,/mˈæke‍ənɐ/,118697
flirtatious,ADJ,/fɫɝˈteɪʃəs/,/flɜːtˈe‍ɪʃəs/,118696
freewheeling,NOUN,/ˈfɹiˌwiɫɪŋ/,/fɹˈiːwiːlɪŋ/,118610
grosser,NOUN,/ˈɡɹoʊsɝ/,/ɡɹˈə‍ʊsɐ/,118609
crybaby,NOUN,/ˈkɹaɪˈbeɪbi/,/kɹˈa‍ɪbe‍ɪbi/,118595
sharer,NOUN,/ˈʃɛɹɝ/,/ʃˈe‍əɹɐ/,118566
wilting,X,/ˈwɪɫtɪŋ/,/wˈɪltɪŋ/,118556
confidences,NOUN,/ˈkɑnfədənsɪz/,/kˈɒnfɪdənsɪz/,118549
contrition,NOUN,/kənˈtɹɪʃən/,/kəntɹˈɪʃən/,118387
unsuspected,ADJ,/ˌənsəˈspɛktɪd/,/ʌnsəspˈɛktɪd/,118343
snog,NOUN,/ˈsnɔɡ/,/snˈɒɡ/,118245
peaceably,ADV,/ˈpisəbɫi/,/pˈiːsəbli/,118219
oddest,ADJ,/ˈɑdəst/,/ˈɒdəst/,118205
doughboy,INTJ,/ˈdoʊˌbɔɪ/,/dˈə‍ʊbɔ‍ɪ/,118177
evince,NOUN,/ɪˈvɪns/,/ɪvˈɪns/,118168
hornpipe,NOUN,/ˈhɔɹnpaɪp/,/hˈɔːnpa‍ɪp/,118148
bulla,NOUN,/ˈbʊɫə/,/bˈʊlɐ/,118031
boatyard,X,/ˈboʊtˌjɑɹd/,/bˈə‍ʊtjɑːd/,118027
breathlessly,ADV,/ˈbɹɛθɫəsɫi/,/bɹˈɛθləsli/,117975
chilis,NOUN,/ˈtʃɪɫiz/,/t‍ʃˈɪliz/,117962
carvel,NOUN,/kɑɹˈvɛɫ/,/kˈɑːvə‍l/,117923
valedictorian,ADJ,/ˌvæɫəˌdɪkˈtɔɹiən/,/vˌælɪdɪktˈɔːɹi‍ən/,117861
unsatisfying,ADJ,/ənˈsætɪsˌfaɪɪŋ/,/ʌnsˈætɪsfˌa‍ɪɪŋ/,117777
soundbite,X,/ˈsaʊndˌbaɪt/,/sˈa‍ʊndba‍ɪt/,117715
sinuous,ADJ,/ˈsɪnwəs/,/sˈɪnjuːəs/,117710
coleus,NOUN,/ˈkoʊɫiəs/,/kˈə‍ʊlɪəs/,117667
meekly,ADV,/ˈmikɫi/,/mˈiːkli/,117663
disenchantment,NOUN,/dɪsɪnˈtʃæntmənt/,/dˌɪsɛnt‍ʃˈɑːntmənt/,117647
saccharin,NOUN,/ˈsækɝən/,/sˈækəɹˌɪn/,117645
briefer,VERB,/ˈbɹifɝ/,/bɹˈiːfɐ/,117635
overtone,PRON,/ˈoʊvɝˌtoʊn/,/ˈə‍ʊvətˌə‍ʊn/,117627
insubstantial,ADJ,/ˌɪnsəbˈstænʃəɫ/,/ˈɪnsəbstˌɑːnʃə‍l/,117589
homburg,X,/ˈhɑmbɝɡ/,/hˈɒmbɜːɡ/,117560
stupa,NOUN,/ˈstuˌpɑ/,/stjˈuːpɐ/,117550
dement,NOUN,/dəˈmɛnt/,/dɪmˈɛnt/,117425
straightforwardly,ADV,/ˌstɹeɪtˈfɔɹwɝdɫi/,/stɹe‍ɪtfˈɔːwədli/,117406
marron,NOUN,/ˈmɛɹən/,/mˈæɹən/,117396
readjust,VERB,/ˌɹiəˈdʒəst/,/ɹˌiːɐd‍ʒˈʌst/,117369
scrawl,NOUN,/ˈskɹɔɫ/,/skɹˈɔːl/,117309
seafarer,NOUN,/ˈsiˌfɛɹɝ/,/sˈiːfe‍əɹɐ/,117296
unaccustomed,ADJ,/ˌənəˈkəstəmd/,/ʌnɐkˈʌstəmd/,117188
unbelieving,ADJ,/ˌənbəˈɫivɪŋ/,/ʌnbɪlˈiːvɪŋ/,117162
luminary,NOUN,/ˈɫuməˌnɛɹi/,/lˈuːmɪnəɹi/,117156
quitter,NOUN,/ˈkwɪtɝ/,/kwˈɪtɐ/,117151
purser,NOUN,/ˈpɝsɝ/,/pˈɜːsɐ/,117147
paraplegic,NOUN,/ˌpɛɹəˈpɫɛɡɪk/,/pˌæɹəplˈiːd‍ʒɪk/,117141
furtive,ADJ,/ˈfɝtɪv/,/fˈɜːtɪv/,117128
mutuality,NOUN,/ˌmjutʃuˈæˌɫɪti/,/mjˌuːt‍ʃuːˈælɪti/,117123
putz,INTJ,/ˈpəts/,/pˈʌts/,117076
disenfranchisement,NOUN,/dɪsɪnˈfɹænˌtʃaɪzmənt/,/dˌɪsɛnfɹˈɑːnt‍ʃa‍ɪzmənt/,116993
gnocchi,NOUN,/ˈnoʊki/,/nˈɒka‍ɪ/,116992
wonderment,NOUN,/ˈwəndɝmənt/,/wˈʌndəmənt/,116965
warder,NOUN,/ˈwɔɹdɝ/,/wˈɔːdɐ/,116922
morbidly,ADV,/ˈmɔɹbədɫi/,/mˈɔːbɪdli/,116902
stagecraft,NOUN,/ˈsteɪdʒˌkɹæft/,/stˈe‍ɪd‍ʒɪkɹˌɑːft/,116902
palfrey,NOUN,/ˈpæɫfɹi/,/pˈælfɹi/,116895
infantryman,NOUN,/ˈɪnfæntɹimən/,/ˈɪnfəntɹˌɪmən/,116778
jawbone,NOUN,/ˈdʒɔˌboʊn/,/d‍ʒˈɔːbə‍ʊn/,116777
feign,NOUN,/ˈfeɪn/,/fˈe‍ɪn/,116753
zilch,NOUN,/ˈzɪɫtʃ/,/zˈɪlt‍ʃ/,116722
outlive,ADJ,/ˌaʊtˈɫɪv/,/a‍ʊtlˈɪv/,116672
dereliction,NOUN,/ˌdɛɹəˈɫɪkʃən/,/dˌɛɹɪlˈɪkʃən/,116670
bollard,X,/ˈbɑɫɝd/,/bˈɒlɑːd/,116662
disfigurement,NOUN,/dɪsˈfɪɡjɝmɛnt/,/dɪsfˈɪɡəmənt/,116634
airfreight,NOUN,/ˈɛɹˌfɹeɪt/,/ˈe‍əfɹe‍ɪt/,116629
handymen,INTJ,/ˈhændiˈmɛn/,/hˈændɪmˌɛn/,116618
dray,NOUN,/ˈdɹeɪ/,/dɹˈe‍ɪ/,116570
diversionary,ADJ,/daɪˈvɝʒəˌnɛɹi/,/da‍ɪvˈɜːʃənəɹi/,116525
evacuee,NOUN,/iˈvækjui/,/ɪvˈækjuːˌiː/,116505
spasmodic,ADJ,/spæzˈmɔdɪk/,/spæzmˈɒdɪk/,116473
roundly,ADV,/ˈɹaʊndɫi/,/ɹˈa‍ʊndli/,116422
miscalculation,NOUN,/mɪˈskæɫkjəˈɫeɪʃən/,/mɪskˌælkjʊlˈe‍ɪʃən/,116394
pronghorn,VERB,/ˈpɹɔŋˌhɔɹn/,/pɹˈɒŋhɔːn/,116308
unilateralism,NOUN,/ˌjunɪˈɫætɝəˌɫɪzəm/,/jˌuːnɪlˈætəɹəlˌɪzəm/,116294
shuck,NOUN,/ˈʃək/,/ʃˈʌk/,116293
royalist,NOUN,/ˈɹɔɪəɫɪst/,/ɹˈɔ‍ɪəlˌɪst/,116284
untroubled,ADJ,/ənˈtɹəbəɫd/,/ʌntɹˈʌbə‍ld/,116283
sheepishly,ADV,/ˈʃipɪʃɫi/,/ʃˈiːpɪʃli/,116233
haft,NOUN,/ˈhæft/,/hˈɑːft/,116209
shuffler,NOUN,/ˈʃəfəɫɝ/,/ʃˈʌflɐ/,116189
sadist,NOUN,/ˈseɪdəst/,/sˈe‍ɪdɪst/,116146
warily,ADV,/ˈwɛɹəɫi/,/wˈe‍əɹili/,116118
aflame,NOUN,/əˈfɫeɪm/,/ɐflˈe‍ɪm/,116044
phonetically,ADV,/fəˈnɛtɪkɫi/,/fənˈɛtɪkli/,116038
windlass,NOUN,/ˈwɪndɫəs/,/wˈɪndlɑːs/,115960
absolutist,ADJ,/æbsəˈɫutɪst/,/ˈæbsəlˌuːtɪst/,115949
studious,ADJ,/ˈstudiəs/,/stjˈuːdɪəs/,115949
collectivism,NOUN,/kəˈɫɛktɪˌvɪzəm/,/kəlˈɛktɪvˌɪzəm/,115915
alveoli,ADV,/æɫˈviəˌɫaɪ/,/ˈælvɪˌɒli/,115903
pharisee,NOUN,/ˈfɑɹɪˌsi/,/fˈæɹɪsˌiː/,115847
schadenfreude,NOUN,/ˈʃædɪnˌfɹɔɪd/,/ʃˈædənfɹˌɔ‍ɪd/,115833
amicably,ADV,/ˈæmɪkəbɫi/,/ˈæmɪkəbli/,115769
uproot,PART,/əˈpɹut/,/ʌpɹˈuːt/,115761
procedurally,ADV,/pɹəˈsidʒɝəɫi/,/pɹəsˈiːd‍ʒəɹə‍li/,115736
satirist,ADJ,/ˈsætɝəst/,/sˈætɪɹˌɪst/,115684
awesomeness,NOUN,/ˈɔsəmˌnɛs/,/ˈɔːsʌmnəs/,115664
logjam,NOUN,/ˈɫɑɡˌdʒæm/,/lˈɒɡd‍ʒæm/,115613
hade,NOUN,/ˈheɪd/,/hˈe‍ɪd/,115599
devalue,NOUN,/dɪˈvæɫˌju/,/diːvˈæljuː/,115589
extort,NOUN,/ɛkˈstɔɹt/,/ɛkstˈɔːt/,115588
gleeful,ADJ,/ˈɡɫifəɫ/,/ɡlˈiːfə‍l/,115563
sprightly,ADV,/ˈspɹaɪtɫi/,/spɹˈa‍ɪtli/,115552
grindstone,NOUN,/ˈɡɹaɪndˌstoʊn/,/ɡɹˈa‍ɪndstə‍ʊn/,115546
roofer,NOUN,/ˈɹufɝ/,/ɹˈuːfɐ/,115504
sacredness,NOUN,/ˈseɪkɹɪdnɪs/,/sˈe‍ɪkɹədnəs/,115484
intermarriage,NOUN,/ˌɪntɝˈmɛɹɪdʒ/,/ˌɪntəmˈæɹɪd‍ʒ/,115458
proffer,VERB,/ˈpɹɑfɝ/,/pɹˈɒfɐ/,115445
scowl,NOUN,/ˈskaʊɫ/,/skˈa‍ʊl/,115386
tinder,NOUN,/ˈtɪndɝ/,/tˈɪndɐ/,115380
backfield,NOUN,/ˈbækˌfiɫd/,/bˈækfiːld/,115379
gadgetry,NOUN,/ˈɡædʒətɹi/,/ɡˈæd‍ʒɪtɹi/,115375
leaden,VERB,/ˈɫɛdən/,/lˈɛdən/,115309
masochistic,ADJ,/ˈmæsəkɪstɪk/,/mˌæsəkˈɪstɪk/,115284
carpetbagger,NOUN,/ˈkɑɹpətˌbæɡɝ/,/kˈɑːpɪtbˌæɡɐ/,115221
chauvinism,NOUN,/ˈʃoʊvəˌnɪzəm/,/ʃˈə‍ʊvɪnˌɪzəm/,115163
fastidious,ADJ,/fæˈstɪdiəs/,/fɑːstˈɪdɪəs/,115140
belch,NOUN,/ˈbɛɫtʃ/,/bˈɛlt‍ʃ/,115135
spader,NOUN,/ˈspeɪdɝ/,/spˈe‍ɪdɐ/,115062
cutesy,ADJ,/ˈkjutsi/,/kjˈuːtəsi/,114997
polychrome,NOUN,/ˈpɑˌɫiˌkɹoʊm/,/pˌɒlɪkɹˈə‍ʊm/,114996
nanoseconds,NOUN,/ˈnænoʊˌsɛkəndz/,/nˌænə‍ʊsˈɛkəndz/,114967
agitprop,X,/ˈædʒətˌpɹɔp/,/ˈæd‍ʒɪtpɹˌɒp/,114878
wistfully,ADV,/ˈwɪstfəɫi/,/wˈɪstfəli/,114760
disloyal,ADJ,/dɪˈsɫɔɪəɫ/,/dɪslˈɔ‍ɪə‍l/,114744
counterinsurgency,NOUN,/ˌkaʊntɝɪnˈsɝdʒənsi/,/kˈa‍ʊntəɹɪnsˌɜːd‍ʒənsi/,114717
polemical,ADJ,/pəˈɫɛməkəɫ/,/pɒlˈɛmɪkə‍l/,114682
defector,NOUN,/dɪˈfɛktɝ/,/dɪfˈɛktɐ/,114651
supercharge,ADJ,/ˌsupɝˈtʃɑɹdʒ/,/sˈuːpət‍ʃˌɑːd‍ʒ/,114630
toughen,ADV,/ˈtəfən/,/tˈʌfən/,114555
perfunctory,INTJ,/pɝˈfəŋktɝi/,/pəfˈʌŋktəɹˌi/,114409
falsetto,NOUN,/fɔɫˈsɛˌtoʊ/,/fɒlsˈɛtə‍ʊ/,114379
foxhound,NOUN,/ˈfɑksˌhaʊnd/,/fˈɒksha‍ʊnd/,114360
bullfighting,NOUN,/ˈbʊɫˌfaɪtɪŋ/,/bˈʊlfa‍ɪtɪŋ/,114358
osmium,INTJ,/ˈɑzmiəm/,/ˈɒzmi‍əm/,114324
meaner,NOUN,/ˈminɝ/,/mˈiːnɐ/,114265
shive,NOUN,/ˈʃaɪv/,/ʃˈa‍ɪv/,114265
psalter,NOUN,/ˈsɔɫtɝ/,/sˈɒltɐ/,114259
insubordination,NOUN,/ˌɪnsəˌbɔɹdəˈneɪʃən/,/ˌɪnsəbˌɔːdɪnˈe‍ɪʃən/,114185
impious,ADJ,/ˌɪmˈpaɪəs/,/ɪmpɪˈəs/,114151
washbasin,NOUN,/ˈwɑʃˌbeɪsən/,/wˈɒʃbe‍ɪsən/,114082
aperitif,NOUN,/əˌpɛɹəˈtif/,/ɐpˌɛɹətˈiːf/,114063
capon,NOUN,/ˈkeɪˌpɑn/,/kˈe‍ɪpɒn/,113985
merman,NOUN,/ˈmɝˌmæn/,/mˈɜːmən/,113943
fajita,NOUN,/fəˈdʒitə/,/fɐhˈiːtɐ/,113939
nastiness,NOUN,/ˈnæstinəs/,/nˈɑːstɪnəs/,113898
festivity,NOUN,/fɛˈstɪvəti/,/fɛstˈɪvɪti/,113887
missal,X,/ˈmɪsəɫ/,/mˈɪsə‍l/,113837
processional,ADJ,/pɹəˈsɛʃənəɫ/,/pɹəsˈɛʃənə‍l/,113829
afire,NOUN,/əˈfaɪɹ/,/ɐfˈa‍ɪ‍ə/,113772
groundswell,INTJ,/ˈɡɹaʊndˌswɛɫ/,/ɡɹˈa‍ʊndswɛl/,113612
gloat,NOUN,/ˈɡɫoʊt/,/ɡlˈə‍ʊt/,113594
wrangle,NOUN,/ˈɹæŋɡəɫ/,/ɹˈæŋɡə‍l/,113559
uncharacteristically,ADV,/ˌənˌkɛɹɪktɝˈɪstɪkɫi/,/ʌnkˌæɹɪktəɹˈɪstɪkli/,113449
hogwash,INTJ,/ˈhɑˌɡwɑʃ/,/hˈɒɡwɒʃ/,113442
consecrate,NOUN,/ˈkɑnsəˌkɹeɪt/,/kˈɒnsɪkɹˌe‍ɪt/,113440
gneiss,NOUN,/ˈnaɪs/,/nˈe‍ɪs/,113370
therapeutically,ADV,/ˌθɛɹəpˈjutɪkəɫi/,/θˌɛɹəpjˈuːtɪkli/,113361
unroll,INTJ,/ˌənˈɹoʊɫ/,/ʌnɹˈə‍ʊl/,113345
hesitantly,ADV,/ˈhɛzɪtəntɫi/,/hˈɛsɪtəntli/,113261
unkempt,ADJ,/ənˈkɛmpt/,/ʌnkˈɛmpt/,113235
unappealing,ADJ,/ˌənəˈpiɫɪŋ/,/ʌnɐpˈiːlɪŋ/,113213
hauntingly,ADV,/ˈhɔntɪŋɫi/,/hˈɔːntɪŋli/,113156
humorously,ADV,/ˈhjumɝəsɫi/,/hjˈuːməɹəsli/,113133
reclassify,VERB,/ɹiˈkɫæsɪˌfaɪ/,/ɹɪklˈæsɪfˌa‍ɪ/,113065
acceptably,ADV,/ækˈsɛptəbɫi/,/ɐksˈɛptəbli/,113043
indiscretion,NOUN,/ˌɪndɪsˈkɹɛʃən/,/ˌɪndɪskɹˈɛʃən/,113009
undertone,ADJ,/ˈəndɝˌtoʊn/,/ˌʌndətˈə‍ʊn/,113001
gowan,ADJ,/ˈɡaʊən/,/ɡˈa‍ʊən/,112945
paternalistic,ADJ,/pəˌtɝnəˈɫɪstɪk/,/pətˌɜːnəlˈɪstɪk/,112938
decease,INTJ,/dɪˈsis/,/dɪsˈiːs/,112887
tactful,ADJ,/ˈtæktfəɫ/,/tˈæktfə‍l/,112875
junket,NOUN,/ˈdʒəŋkɪt/,/d‍ʒˈʌŋkɪt/,112807
endocrinologist,NOUN,/ˌɛndoʊkɹəˈnɑɫədʒəst/,/ˌɛndə‍ʊkɹɪnˈɒləd‍ʒˌɪst/,112771
scoutmaster,NOUN,/ˈskaʊtˌmæstɝ/,/skˈa‍ʊtmɑːstɐ/,112766
prissy,ADJ,/ˈpɹɪsi/,/pɹˈɪsi/,112724
littler,NOUN,/ˈɫɪtəɫɝ/,/lˈɪtlɐ/,112673
tinkling,NOUN,/ˈtɪŋkəɫɪŋ/,/tˈɪŋklɪŋ/,112615
masterly,ADV,/ˈmæstɝɫi/,/mˈɑːstəli/,112581
handwoven,NOUN,/ˈhænˈwoʊvən/,/hˈændwə‍ʊvən/,112571
butchery,NOUN,/ˈbʊtʃɝi/,/bˈʊt‍ʃəɹi/,112556
happenstance,NOUN,/ˈhæpənˌstæns/,/hˈæpənstəns/,112499
reinvigorate,VERB,/ˌɹiɪnˈvɪɡɝˌeɪt/,/ɹˌiːɪnvˈɪɡəɹˌe‍ɪt/,112490
corrode,NOUN,/kɝˈoʊd/,/kəɹˈə‍ʊd/,112465
blooper,NOUN,/ˈbɫupɝ/,/blˈuːpɐ/,112457
amphora,X,/ˈæmfɝə/,/ˈæmfɔːɹɐ/,112445
parasympathetic,ADJ,/ˌpɛɹəˌsɪmpəˈθɛtɪk/,/pˌæɹəsˌɪmpəθˈɛtɪk/,112437
deadweight,NOUN,/ˈdɛdˌweɪt/,/dˈɛdwe‍ɪt/,112421
unconstitutionally,ADV,/ˌənˌkɑnstəˈtuʃənəɫi/,/ʌnkˌɒnstɪtjˈuːʃənə‍li/,112418
foolhardy,INTJ,/ˈfuɫˌhɑɹdi/,/fˈuːlhɑːdi/,112412
unflattering,ADJ,/ənˈfɫætɝɪŋ/,/ʌnflˈætəɹɪŋ/,112402
filbert,NOUN,/ˈfɪɫbɝt/,/fˈɪlbət/,112392
lagan,ADJ,/ˈɫæɡən/,/lˈæɡən/,112375
sensationalism,NOUN,/sɛnˈseɪʃənəˌɫɪzəm/,/sɛnsˈe‍ɪʃənəlˌɪzəm/,112346
unconfined,ADJ,/ˌənkənˈfaɪnd/,/ʌnkənfˈa‍ɪnd/,112318
drawl,NOUN,/ˈdɹɔɫ/,/dɹˈɔːl/,112289
constrictor,NOUN,/kənˈstɹɪktɝ/,/kənstɹˈɪktɐ/,112280
schist,NOUN,/ˈʃɪst/,/ʃˈɪst/,112271
demystify,INTJ,/diˈmɪstəˌfaɪ/,/dɛmˈɪstɪfˌa‍ɪ/,112223
impute,X,/ˌɪmˈpjut/,/ɪmpjˈuːt/,112150
polyglot,PART,/ˌpɑˌɫiɡɫɑt/,/pˈɒlɪɡlˌɒt/,112146
drainer,NOUN,/ˈdɹeɪnɝ/,/dɹˈe‍ɪnɐ/,112141
leghorn,NOUN,/ˈɫɛɡhɔɹn/,/lˈɛɡhɔːn/,112067
sketchbooks,NOUN,/ˈskɛtʃˌbʊks/,/skˈɛt‍ʃbʊks/,112045
porker,NOUN,/ˈpɔɹkɝ/,/pˈɔːkɐ/,112039
directness,NOUN,/daɪˈɹɛknəs/,/da‍ɪɹˈɛktnəs/,112034
stockroom,NOUN,/ˈstɑˌkɹum/,/stˈɒkɹuːm/,112034
unnaturally,ADV,/əˈnætʃɝɫi/,/ʌnnˈæt‍ʃəɹə‍li/,112004
disquiet,NOUN,/dɪsˈkwaɪət/,/dɪskwˈa‍ɪ‍ət/,111998
unsanitary,ADJ,/ənˈsænəˌtɛɹi/,/ʌnsˈænɪtəɹi/,111967
dissociate,NOUN,/dɪˈsoʊsieɪt/,/dɪsˈə‍ʊsɪˌe‍ɪt/,111956
deerskin,NOUN,/ˈdɪɹˌskɪn/,/dˈi‍əskɪn/,111950
sibyl,INTJ,/ˈsɪbəɫ/,/sˈɪbɪl/,111857
pervasiveness,NOUN,/pɝˈveɪsɪvnɪs/,/pəvˈe‍ɪsɪvnəs/,111782
pickings,NOUN,/ˈpɪkɪŋz/,/pˈɪkɪŋz/,111775
acclamation,NOUN,/ˌækɫəˈmeɪʃən/,/ɐklɐmˈe‍ɪʃən/,111773
kist,NOUN,/ˈkɪst/,/kˈɪst/,111691
panoply,ADV,/ˈpænɑpɫi/,/pˈænəpli/,111685
credulity,NOUN,/kɹɪˈduɫəti/,/kɹɛdjˈʊlɪti/,111679
astound,ADJ,/əˈstaʊnd/,/ɐstˈa‍ʊnd/,111623
coiling,NOUN,/ˈkɔɪˌɫɪŋ/,/kˈɔ‍ɪlɪŋ/,111620
oversupply,ADV,/ˌoʊvɝsəˈpɫaɪ/,/ˌə‍ʊvəsəplˈa‍ɪ/,111620
longitudes,NOUN,/ˈɫɑndʒəˌtudz/,/lˈɒnd‍ʒɪtjˌuːdz/,111587
precancerous,ADJ,/pɹiˈkænsɝəs/,/pɹɪkˈænsəɹəs/,111531
incoherence,NOUN,/ˌɪnkoʊˈhɪɹəns/,/ɪnkə‍ʊhˈi‍əɹəns/,111436
rightness,NOUN,/ˈɹaɪtnəs/,/ɹˈa‍ɪtnəs/,111372
mucky,INTJ,/ˈməki/,/mˈʌki/,111308
punctuate,NOUN,/ˈpəŋktʃuˌeɪt/,/pˈʌŋkt‍ʃuːˌe‍ɪt/,111290
midshipman,NOUN,/ˈmɪdˈʃɪpmən/,/mˈɪdʃɪpmən/,111263
exothermic,ADJ,/ˌɛksoʊˈθɝmɪk/,/ɛɡzəðˈɜːmɪk/,111244
isolationism,NOUN,/ˌaɪsəˈɫeɪʃəˌnɪzəm/,/ˌa‍ɪsəlˈe‍ɪʃənˌɪzəm/,111241
swiftness,NOUN,/ˈswɪftnəs/,/swˈɪftnəs/,111216
diplomatically,ADV,/ˌdɪpɫəˈmætɪkɫi/,/dˌɪpləmˈætɪkli/,111211
quintessentially,ADV,/ˌkwɪntəˈsɛnʃəɫi/,/kwˌɪntɪsˈɛnʃə‍lˌi/,111195
androgynous,X,/ænˈdɹɔdʒənəs/,/ændɹˈɒd‍ʒɪnəs/,111192
westernmost,ADJ,/ˈwɛstɝnˌmoʊst/,/wˈɛstənmˌə‍ʊst/,111180
unsuited,ADJ,/ənˈsutɪd/,/ʌnsˈuːtɪd/,111098
boatswain,NOUN,/ˈboʊtsweɪn/,/bˈə‍ʊtswe‍ɪn/,110994
breadwinner,NOUN,/ˈbɹɛdˌwɪnɝ/,/bɹˈɛdwɪnɐ/,110989
fondle,NOUN,/ˈfɔndəɫ/,/fˈɒndə‍l/,110978
isolationist,NOUN,/ˌaɪsəˈɫeɪʃənəst/,/ˌa‍ɪsəlˈe‍ɪʃənˌɪst/,110789
remarry,VERB,/ɹiˈmɛɹi/,/ɹɪmˈæɹi/,110752
unperturbed,ADJ,/ˌənpɝˈtɝbd/,/ʌnpətˈɜːbd/,110733
featureless,ADJ,/ˈfitʃɝɫəs/,/fˈiːt‍ʃələs/,110721
illusive,ADJ,/ˌɪˈɫusɪv/,/ɪlˈuːsɪv/,110644
warmonger,NOUN,/ˈwɔɹˌmɑŋɡɝ/,/wˈɔːmʌŋɡɐ/,110603
disquieting,NOUN,/dɪsˈkwaɪətɪŋ/,/dɪskwˈa‍ɪ‍ətɪŋ/,110585
canty,NOUN,/ˈkænti/,/kˈɑːnti/,110559
sinkhole,NOUN,/ˈsɪŋkˌhoʊɫ/,/sˈɪŋkhə‍ʊl/,110525
vapid,AUX,/ˈvæpɪd/,/vˈæpɪd/,110502
tsetse,NOUN,/ˈtitsi/,/tsˈɛtsi/,110489
adulteration,NOUN,/əˌdəɫtɝˈeɪʃən/,/ɐdˌʌltəɹˈe‍ɪʃən/,110487
unremitting,X,/ˌənɹiˈmɪtɪŋ/,/ˌʌnɹiːmˈɪtɪŋ/,110456
evanescent,ADJ,/ˌɛvəˈnɛsənt/,/ˌɛvənˈɛsənt/,110407
atavistic,ADJ,/ˈætəvɪstɪk/,/ˌætɐvˈɪstɪk/,110398
indignity,NOUN,/ˌɪnˈdɪɡnəˌti/,/ɪndˈɪɡnɪti/,110391
